n,p,r,d,val
200,100,100,20,3.045579465
200,100,100,21,3.056965507
200,100,100,22,3.134263083
200,100,100,23,3.09665954
200,100,100,24,3.040617624
200,100,100,25,3.003015952
200,100,500,1,2.740433011
200,100,500,2,3.063521563
200,100,500,3,2.946892085
200,100,500,4,2.90368564
200,100,500,5,2.949291105
200,100,500,6,2.865090636
200,100,500,7,3.012934175
200,100,500,8,2.986492203
200,100,500,9,3.055642996
200,100,500,10,3.069277066
200,100,500,11,3.063403314
200,100,500,12,2.773790896
200,100,500,13,2.856070567
200,100,500,14,2.803037529
200,100,500,15,3.021136924
200,100,500,16,2.936606892
200,100,500,17,3.048448428
200,100,500,18,3.088511046
200,100,500,19,2.923563087
200,100,500,20,2.996040805
200,100,500,21,2.900255334
200,100,500,22,2.927303979
200,100,500,23,2.91070572
200,100,500,24,2.994891795
200,100,500,25,3.001501227
400,1,1,1,2.27E-07
400,1,1,2,2.08E-08
400,1,1,3,1.00E-06
400,1,1,4,7.96E-08
400,1,1,5,4.55E-08
400,1,1,6,3.16E-08
400,1,1,7,1.64E-08
400,1,1,8,5.87E-07
400,1,1,9,1.75E-08
400,1,1,10,4.89E-08
400,1,1,11,2.45E-07
400,1,1,12,2.69E-07
400,1,1,13,6.11E-08
400,1,1,14,1.21E-07
400,1,1,15,2.95E-07
400,1,1,16,4.30E-07
400,1,1,17,7.45E-09
400,1,1,18,3.17E-07
400,1,1,19,2.44E-07
400,1,1,20,1.21E-07
400,1,1,21,1.55E-07
400,1,1,22,6.71E-07
400,1,1,23,2.14E-08
400,1,1,24,5.19E-07
400,1,1,25,3.91E-07
400,1,5,1,5.73E-08
400,1,5,2,8.53E-08
400,1,5,3,1.46E-08
400,1,5,4,5.56E-08
400,1,5,5,5.27E-08
400,1,5,6,1.03E-07
400,1,5,7,4.61E-08
400,1,5,8,1.48E-09
400,1,5,9,4.48E-08
400,1,5,10,2.28E-09
400,1,5,11,3.67E-08
400,1,5,12,2.46E-08
400,1,5,13,6.76E-08
400,1,5,14,1.75E-08
400,1,5,15,4.66E-08
400,1,5,16,1.94E-08
400,1,5,17,2.44E-08
400,1,5,18,2.74E-08
400,1,5,19,3.20E-08
400,1,5,20,7.31E-08
400,1,5,21,7.68E-08
400,1,5,22,2.35E-08
400,1,5,23,1.17E-07
400,1,5,24,4.53E-09
400,1,5,25,2.55E-08
400,1,30,1,4.71E-09
400,1,30,2,5.66E-10
400,1,30,3,9.02E-10
400,1,30,4,3.15E-09
400,1,30,5,1.57E-08
400,1,30,6,7.49E-11
400,1,30,7,1.44E-09
400,1,30,8,3.61E-09
400,1,30,9,1.87E-08
400,1,30,10,4.74E-09
400,1,30,11,7.05E-09
400,1,30,12,1.34E-08
400,1,30,13,8.81E-09
400,1,30,14,3.02E-09
400,1,30,15,4.72E-09
400,1,30,16,6.38E-09
400,1,30,17,1.45E-09
400,1,30,18,3.03E-09
400,1,30,19,2.08E-09
400,1,30,20,2.44E-08
400,1,30,21,1.28E-09
400,1,30,22,2.76E-10
400,1,30,23,2.75E-10
400,1,30,24,3.63E-09
400,1,30,25,9.12E-10
400,1,100,1,1.46E-09
400,1,100,2,4.44E-10
400,1,100,3,8.86E-10
400,1,100,4,1.92E-10
400,1,100,5,6.18E-09
400,1,100,6,1.62E-09
400,1,100,7,3.20E-09
400,1,100,8,1.90E-08
400,1,100,9,1.03E-09
400,1,100,10,7.48E-10
400,1,100,11,5.71E-10
400,1,100,12,1.56E-09
400,1,100,13,1.12E-09
400,1,100,14,2.20E-09
400,1,100,15,2.26E-09
400,1,100,16,8.44E-11
400,1,100,17,8.67E-10
400,1,100,18,6.27E-09
400,1,100,19,2.01E-09
400,1,100,20,9.52E-10
400,1,100,21,2.82E-11
400,1,100,22,4.50E-10
400,1,100,23,2.16E-09
400,1,100,24,2.71E-10
400,1,100,25,9.70E-10
400,1,500,1,2.57E-11
400,1,500,2,2.85E-10
400,1,500,3,1.11E-09
400,1,500,4,2.85E-10
400,1,500,5,7.38E-10
400,1,500,6,1.42E-09
400,1,500,7,8.87E-10
400,1,500,8,1.71E-10
400,1,500,9,1.67E-11
400,1,500,10,1.97E-09
400,1,500,11,7.23E-11
400,1,500,12,3.81E-10
400,1,500,13,2.66E-10
400,1,500,14,4.96E-10
400,1,500,15,2.35E-10
400,1,500,16,9.54E-11
400,1,500,17,2.33E-10
400,1,500,18,6.71E-11
400,1,500,19,2.22E-10
400,1,500,20,7.52E-11
400,1,500,21,9.97E-10
400,1,500,22,2.50E-11
400,1,500,23,4.21E-11
400,1,500,24,3.76E-10
400,1,500,25,1.34E-09
400,5,1,1,0.006172929
400,5,1,2,0.00431352
400,5,1,3,0.004183033
400,5,1,4,0.005560121
400,5,1,5,0.003435605
400,5,1,6,0.002253172
400,5,1,7,0.004749646
400,5,1,8,0.003445072
400,5,1,9,0.004868266
400,5,1,10,0.004033847
400,5,1,11,0.005212643
400,5,1,12,0.00461858
400,5,1,13,0.004739724
400,5,1,14,0.005335171
400,5,1,15,0.004038585
400,5,1,16,0.004359538
400,5,1,17,0.004334779
400,5,1,18,0.004899162
400,5,1,19,0.005692424
400,5,1,20,0.003930011
400,5,1,21,0.004740714
400,5,1,22,0.005622839
400,5,1,23,0.004153397
400,5,1,24,0.00383689
400,5,1,25,0.005388079
400,5,5,1,0.002345736
400,5,5,2,0.00276045
400,5,5,3,0.003174713
400,5,5,4,0.002358601
400,5,5,5,0.002660995
400,5,5,6,0.003069335
400,5,5,7,0.004140322
400,5,5,8,0.002949594
400,5,5,9,0.003535925
400,5,5,10,0.001602964
400,5,5,11,0.00226973
400,5,5,12,0.003011298
400,5,5,13,0.003106102
400,5,5,14,0.004276587
400,5,5,15,0.002313711
400,5,5,16,0.003601099
400,5,5,17,0.003443023
400,5,5,18,0.002388003
400,5,5,19,0.003353788
400,5,5,20,0.003557336
400,5,5,21,0.002311673
400,5,5,22,0.003261777
400,5,5,23,0.003287638
400,5,5,24,0.003782277
400,5,5,25,0.003485174
400,5,30,1,0.00278159
400,5,30,2,0.00241077
400,5,30,3,0.002084484
400,5,30,4,0.001416374
400,5,30,5,0.001967824
400,5,30,6,0.001435582
400,5,30,7,0.002279317
400,5,30,8,0.002062232
400,5,30,9,0.002487912
400,5,30,10,0.002476021
400,5,30,11,0.002399722
400,5,30,12,0.001833586
400,5,30,13,0.002277365
400,5,30,14,0.001585641
400,5,30,15,0.002286605
400,5,30,16,0.001695789
400,5,30,17,0.001697328
400,5,30,18,0.002318336
400,5,30,19,0.001609715
400,5,30,20,0.002420967
400,5,30,21,0.002690045
400,5,30,22,0.003213819
400,5,30,23,0.002230434
400,5,30,24,0.002700159
400,5,30,25,0.001977251
400,5,100,1,0.001789041
400,5,100,2,0.001084808
400,5,100,3,0.00174648
400,5,100,4,0.001746055
400,5,100,5,0.001057998
400,5,100,6,0.001564873
400,5,100,7,0.001867759
400,5,100,8,0.001762774
400,5,100,9,0.001966253
400,5,100,10,0.00168203
400,5,100,11,0.002424296
400,5,100,12,0.001700002
400,5,100,13,0.002185519
400,5,100,14,0.001836713
400,5,100,15,0.002525545
400,5,100,16,0.00187608
400,5,100,17,0.001966921
400,5,100,18,0.001834968
400,5,100,19,0.001776561
400,5,100,20,0.001415795
400,5,100,21,0.001733911
400,5,100,22,0.001589698
400,5,100,23,0.001881088
400,5,100,24,0.001261098
400,5,100,25,0.002155333
400,5,500,1,0.001098042
400,5,500,2,0.00075068
400,5,500,3,0.001174448
400,5,500,4,0.000996549
400,5,500,5,0.001055472
400,5,500,6,0.001517637
400,5,500,7,0.001110969
400,5,500,8,0.001659811
400,5,500,9,0.001184085
400,5,500,10,0.001539648
400,5,500,11,0.001130472
400,5,500,12,0.001433005
400,5,500,13,0.001535318
400,5,500,14,0.001199103
400,5,500,15,0.000666324
400,5,500,16,0.000889202
400,5,500,17,0.001595813
400,5,500,18,0.001339541
400,5,500,19,0.001482724
400,5,500,20,0.001248479
400,5,500,21,0.001283249
400,5,500,22,0.001440103
400,5,500,23,0.001623028
400,5,500,24,0.001367905
400,5,500,25,0.001261337
400,10,1,1,0.021770257
400,10,1,2,0.02328303
400,10,1,3,0.024468413
400,10,1,4,0.026034865
400,10,1,5,0.027725134
400,10,1,6,0.023843558
400,10,1,7,0.021070487
400,10,1,8,0.021375099
400,10,1,9,0.023221971
400,10,1,10,0.026787595
400,10,1,11,0.027499157
400,10,1,12,0.028591264
400,10,1,13,0.018883814
400,10,1,14,0.029028299
400,10,1,15,0.03253843
400,10,1,16,0.022633438
400,10,1,17,0.023449371
400,10,1,18,0.024469413
400,10,1,19,0.023204709
400,10,1,20,0.024769617
400,10,1,21,0.023564457
400,10,1,22,0.024713596
400,10,1,23,0.028674256
400,10,1,24,0.023266714
400,10,1,25,0.023753737
400,10,5,1,0.023668085
400,10,5,2,0.024162072
400,10,5,3,0.025899342
400,10,5,4,0.020970378
400,10,5,5,0.024165312
400,10,5,6,0.023912322
400,10,5,7,0.021725114
400,10,5,8,0.018549478
400,10,5,9,0.024261922
400,10,5,10,0.025186639
400,10,5,11,0.023411751
400,10,5,12,0.024164258
400,10,5,13,0.023402303
400,10,5,14,0.025719079
400,10,5,15,0.019854617
400,10,5,16,0.023267875
400,10,5,17,0.019590206
400,10,5,18,0.024016284
400,10,5,19,0.024862921
400,10,5,20,0.01624165
400,10,5,21,0.024013016
400,10,5,22,0.020293917
400,10,5,23,0.021260529
400,10,5,24,0.024620675
400,10,5,25,0.020574607
400,10,30,1,0.017887265
400,10,30,2,0.01531727
400,10,30,3,0.017487525
400,10,30,4,0.018934268
400,10,30,5,0.014965367
400,10,30,6,0.01523022
400,10,30,7,0.019746463
400,10,30,8,0.020266285
400,10,30,9,0.017604173
400,10,30,10,0.017664685
400,10,30,11,0.021022106
400,10,30,12,0.013929562
400,10,30,13,0.019299251
400,10,30,14,0.015831638
400,10,30,15,0.015714436
400,10,30,16,0.018680304
400,10,30,17,0.018795836
400,10,30,18,0.01689593
400,10,30,19,0.020084458
400,10,30,20,0.019010459
400,10,30,21,0.018979084
400,10,30,22,0.017818676
400,10,30,23,0.01984048
400,10,30,24,0.02006491
400,10,30,25,0.017500046
400,20,1,1,0.11113513
400,20,1,2,0.101274126
400,20,1,3,0.118980872
400,20,1,4,0.110848003
400,20,1,5,0.104619251
400,20,1,6,0.094546651
400,20,1,7,0.101357101
400,20,1,8,0.099801525
400,20,1,9,0.09619374
400,20,1,10,0.115530758
400,20,1,11,0.091681362
400,20,1,12,0.096081122
400,20,1,13,0.108698139
400,20,1,14,0.106135999
400,20,1,15,0.090325566
400,20,1,16,0.08956425
400,20,1,17,0.103827103
400,20,1,18,0.087980512
400,20,1,19,0.093013484
400,20,1,20,0.110537287
400,20,1,21,0.088165706
400,20,1,22,0.12093312
400,20,1,23,0.093420587
400,20,1,24,0.104590719
400,20,1,25,0.087444526
400,20,5,1,0.087598617
400,20,5,2,0.082198198
400,20,5,3,0.087112424
400,20,5,4,0.09352094
400,20,5,5,0.088810423
400,20,5,6,0.088475018
400,20,5,7,0.096912558
400,20,5,8,0.079165188
400,20,5,9,0.087535086
400,20,5,10,0.085682056
400,20,5,11,0.07682528
400,20,5,12,0.095610013
400,20,5,13,0.085804621
400,20,5,14,0.095884117
400,20,5,15,0.088597643
400,20,5,16,0.074750316
400,20,5,17,0.107570886
400,20,5,18,0.086252019
400,20,5,19,0.082276626
400,20,5,20,0.095997466
400,20,5,21,0.098933072
400,20,5,22,0.099010936
400,20,5,23,0.079585446
400,20,5,24,0.089355364
400,20,5,25,0.096349357
400,20,30,1,0.087505331
400,20,30,2,0.075450165
400,20,30,3,0.079056672
400,20,30,4,0.090717511
400,20,30,5,0.080411997
400,20,30,6,0.088711806
400,20,30,7,0.078896782
400,20,30,8,0.085026006
400,20,30,9,0.080723222
400,20,30,10,0.087260038
400,20,30,11,0.087192584
400,20,30,12,0.082952859
400,20,30,13,0.080791712
400,20,30,14,0.083722469
400,20,30,15,0.079432824
400,20,30,16,0.081094937
400,20,30,17,0.075865788
400,20,30,18,0.086352589
400,20,30,19,0.082433411
400,20,30,20,0.094129826
400,20,30,21,0.081489097
400,20,30,22,0.082972325
400,20,30,23,0.08495388
400,20,30,24,0.084607221
400,20,30,25,0.087587082
400,30,1,1,0.216874536
400,30,1,2,0.244448853
400,30,1,3,0.215038441
400,30,1,4,0.209402649
400,30,1,5,0.200999736
400,30,1,6,0.188189429
400,30,1,7,0.196241035
400,30,1,8,0.296479788
400,30,1,9,0.202312179
400,30,1,10,0.238840627
400,30,1,11,0.207523637
400,30,1,12,0.196117725
400,30,1,13,0.171061037
400,30,1,14,0.185788289
400,30,1,15,0.181128487
400,30,1,16,0.190276364
400,30,1,17,0.214416507
400,30,1,18,0.205770002
400,30,1,19,0.209148516
400,30,1,20,0.192643001
400,30,1,21,0.265280207
400,30,1,22,0.199284864
400,30,1,23,0.202882557
400,30,1,24,0.291226998
400,30,1,25,0.194336177
400,30,5,1,0.185185705
400,30,5,2,0.180867396
400,30,5,3,0.152475192
400,30,5,4,0.190578642
400,30,5,5,0.184451398
400,30,5,6,0.194801321
400,30,5,7,0.203330574
400,30,5,8,0.172425947
400,30,5,9,0.197805617
400,30,5,10,0.188749003
400,30,5,11,0.204022299
400,30,5,12,0.203073707
400,30,5,13,0.184082468
400,30,5,14,0.186131113
400,30,5,15,0.206522863
400,30,5,16,0.189017404
400,30,5,17,0.186698796
400,30,5,18,0.217492235
400,30,5,19,0.186668785
400,30,5,20,0.18677239
400,30,5,21,0.204237082
400,30,5,22,0.18353679
400,30,5,23,0.191133935
400,30,5,24,0.171551276
400,30,5,25,0.198105651
400,30,30,1,0.187229682
400,30,30,2,0.184179119
400,30,30,3,0.171905442
400,30,30,4,0.171341966
400,30,30,5,0.181959748
400,30,30,6,0.194377031
400,30,30,7,0.173264494
400,30,30,8,0.187048203
400,30,30,9,0.164670896
400,30,30,10,0.1873546
400,30,30,11,0.180658476
400,30,30,12,0.180416155
400,30,30,13,0.171014086
400,30,30,14,0.155866991
400,30,30,15,0.172834261
400,30,30,16,0.190598939
400,30,30,17,0.187099479
400,30,30,18,0.174032211
400,30,30,19,0.17768642
400,30,30,20,0.183863993
400,30,30,21,0.168255797
400,30,30,22,0.178105402
400,30,30,23,0.170748308
400,30,30,24,0.177562819
400,30,30,25,0.171091051
400,100,1,1,1.756697892
400,100,1,2,1.450910237
400,100,1,3,1.586463039
400,100,1,4,1.920921083
400,100,1,5,1.464164144
400,100,1,6,1.635458994
400,100,1,7,2.10153117
400,100,1,8,1.649991387
400,100,1,9,1.644817152
400,100,1,10,1.97818862
400,100,1,11,2.186700094
400,100,1,12,1.587463203
400,100,1,13,1.604928646
400,100,1,14,2.078457239
400,100,1,15,1.647934798
400,100,1,16,2.071156435
400,100,1,17,2.064828416
400,100,1,18,2.142578202
400,100,1,19,1.661631184
400,100,1,20,1.898188047
400,100,1,21,1.743571035
400,100,1,22,2.176680192
400,100,1,23,1.803698242
400,100,1,24,1.780031965
400,100,1,25,2.044691283
400,100,5,1,1.468251926
400,100,5,2,1.5646284
400,100,5,3,1.603832456
400,100,5,4,1.455637331
400,100,5,5,1.636599757
400,100,5,6,1.316810469
400,100,5,7,1.617948959
400,100,5,8,1.61144818
400,100,5,9,1.469844371
400,100,5,10,1.670024289
400,100,5,11,1.772537072
400,100,5,12,1.617695692
400,100,5,13,1.660714559
400,100,5,14,1.634021288
400,100,5,15,1.377955123
400,100,5,16,1.526005395
400,100,5,17,1.633190895
400,100,5,18,1.573721351
400,100,5,19,1.536222031
400,100,5,20,1.569864681
400,100,5,21,1.749515518
400,100,5,22,1.564747854
400,100,5,23,1.507393316
400,100,5,24,1.633830941
400,100,5,25,1.408840326
400,100,30,1,1.528999453
400,100,30,2,1.500517857
400,100,30,3,1.555757978
400,100,30,4,1.400637995
400,100,30,5,1.435430196
400,100,30,6,1.45831635
400,100,30,7,1.353644681
400,100,30,8,1.565678249
400,100,30,9,1.45553772
400,100,30,10,1.471473147
400,100,30,11,1.519485554
400,100,30,12,1.49483007
400,100,30,13,1.442980937
400,100,30,14,1.418839756
400,100,30,15,1.440485588
400,100,30,16,1.425120805
400,100,30,17,1.388899476
400,100,30,18,1.506981294
400,100,30,19,1.383688681
400,100,30,20,1.488126511
400,100,30,21,1.407476725
400,100,30,22,1.555349675
400,100,30,23,1.61421806
400,100,30,24,1.624103115
400,100,30,25,1.424167897
1000,1,1,1,2.63E-08
1000,1,1,2,2.29E-08
1000,1,1,3,1.17E-09
1000,1,1,4,1.30E-08
1000,1,1,5,2.55E-09
1000,1,1,6,6.95E-09
1000,1,1,7,7.10E-09
1000,1,1,8,5.44E-09
1000,1,1,9,5.16E-09
1000,1,1,10,1.22E-08
1000,1,1,11,1.10E-08
1000,1,1,12,3.91E-08
1000,1,1,13,1.31E-09
1000,1,1,14,3.27E-09
1000,1,1,15,1.36E-08
1000,1,1,16,6.80E-10
1000,1,1,17,2.98E-09
1000,1,1,18,3.59E-10
1000,1,1,19,2.08E-09
1000,1,1,20,3.62E-08
1000,1,1,21,3.65E-08
1000,1,1,22,1.80E-08
1000,1,1,23,1.15E-09
1000,1,1,24,2.63E-08
1000,1,1,25,1.09E-07
1000,1,5,1,3.98E-10
1000,1,5,2,1.13E-09
1000,1,5,3,1.96E-09
1000,1,5,4,4.05E-09
1000,1,5,5,6.12E-09
1000,1,5,6,1.04E-08
1000,1,5,7,7.69E-12
1000,1,5,8,4.88E-09
1000,1,5,9,4.07E-09
1000,1,5,10,3.42E-09
1000,1,5,11,1.48E-09
1000,1,5,12,2.29E-09
1000,1,5,13,4.97E-10
1000,1,5,14,1.70E-09
1000,1,5,15,7.69E-10
1000,1,5,16,1.88E-08
1000,1,5,17,4.54E-09
1000,1,5,18,2.68E-09
1000,1,5,19,1.30E-09
1000,1,5,20,1.06E-10
1000,1,5,21,1.61E-10
1000,1,5,22,3.80E-09
1000,1,5,23,1.72E-10
1000,1,5,24,1.22E-09
1000,1,5,25,2.87E-09
1000,1,30,1,3.43E-10
1000,1,30,2,9.35E-12
1000,1,30,3,4.85E-10
1000,1,30,4,1.62E-10
1000,1,30,5,1.55E-10
1000,1,30,6,9.41E-11
1000,1,30,7,2.02E-10
1000,1,30,8,1.35E-10
1000,1,30,9,2.33E-10
1000,1,30,10,9.63E-10
1000,1,30,11,6.60E-10
1000,1,30,12,5.01E-11
1000,1,30,13,4.16E-09
1000,1,30,14,2.20E-10
1000,1,30,15,6.71E-10
1000,1,30,16,1.63E-09
1000,1,30,17,7.12E-11
1000,1,30,18,4.17E-10
1000,1,30,19,6.05E-11
1000,1,30,20,4.93E-10
1000,1,30,21,4.57E-11
1000,1,30,22,2.35E-10
1000,1,30,23,1.28E-10
1000,1,30,24,4.42E-10
1000,1,30,25,4.34E-10
1000,5,1,1,0.001112165
1000,5,1,2,0.001463861
1000,5,1,3,0.00104592
1000,5,1,4,0.001294955
1000,5,1,5,0.001335193
1000,5,1,6,0.001381351
1000,5,1,7,0.001226524
1000,5,1,8,0.000668248
1000,5,1,9,0.000890813
1000,5,1,10,0.001634221
1000,5,1,11,0.001687145
1000,5,1,12,0.001143925
1000,5,1,13,0.000753604
1000,5,1,14,0.001139914
1000,5,1,15,0.001430156
1000,5,1,16,0.001197771
1000,5,1,17,0.001099984
1000,5,1,18,0.001468194
1000,5,1,19,0.001293087
1000,5,1,20,0.001370471
1000,5,1,21,0.000762031
1000,5,1,22,0.000959067
1000,5,1,23,0.001441719
1000,5,1,24,0.000972652
1000,5,1,25,0.001178208
1000,5,5,1,0.000862055
1000,5,5,2,0.00104747
1000,5,5,3,0.000679575
1000,5,5,4,0.000696677
1000,5,5,5,0.000804362
1000,5,5,6,0.001091052
1000,5,5,7,0.000844643
1000,5,5,8,0.00054449
1000,5,5,9,0.000756459
1000,5,5,10,0.001313843
1000,5,5,11,0.000615684
1000,5,5,12,0.001025293
1000,5,5,13,0.000823317
1000,5,5,14,0.000889858
1000,5,5,15,0.000834433
1000,5,5,16,0.001222654
1000,5,5,17,0.000733419
1000,5,5,18,0.000857945
1000,5,5,19,0.000733825
1000,5,5,20,0.001012375
1000,5,5,21,0.000749817
1000,5,5,22,0.001143766
1000,5,5,23,0.000569064
1000,5,5,24,0.000990165
1000,5,5,25,0.001250764
1000,5,30,1,0.000827529
1000,5,30,2,0.000534684
1000,5,30,3,0.000728841
1000,5,30,4,0.00076759
1000,5,30,5,0.000618467
1000,5,30,6,0.000637517
1000,5,30,7,0.000350407
1000,5,30,8,0.000752566
1000,5,30,9,0.000713881
1000,5,30,10,0.000617174
1000,5,30,11,0.000654005
1000,5,30,12,0.000741205
1000,5,30,13,0.000454659
1000,5,30,14,0.000700586
1000,5,30,15,0.00036561
1000,5,30,16,0.000590164
1000,5,30,17,0.000921813
1000,5,30,18,0.000840231
1000,5,30,19,0.000606088
1000,5,30,20,0.00068083
1000,5,30,21,0.00063314
1000,5,30,22,0.000613164
1000,5,30,23,0.000565939
1000,5,30,24,0.000401618
1000,5,30,25,0.000889355
1000,10,1,1,0.008871366
1000,10,1,2,0.009261957
1000,10,1,3,0.009503568
1000,10,1,4,0.006987326
1000,10,1,5,0.007378025
1000,10,1,6,0.010433074
1000,10,1,7,0.008748286
1000,10,1,8,0.00784353
1000,10,1,9,0.008168559
1000,10,1,10,0.009879711
1000,10,1,11,0.008169009
1000,10,1,12,0.008142011
1000,10,1,13,0.009644285
1000,10,1,14,0.009083154
1000,10,1,15,0.008968797
1000,10,1,16,0.009679388
1000,10,1,17,0.008685257
1000,10,1,18,0.00855152
1000,10,1,19,0.008121478
1000,10,1,20,0.009810301
1000,10,1,21,0.008011426
1000,10,1,22,0.006799971
1000,10,1,23,0.009555728
1000,10,1,24,0.009116847
1000,10,1,25,0.009186074
1000,10,5,1,0.008721115
1000,10,5,2,0.007289905
1000,10,5,3,0.006639766
1000,10,5,4,0.006969694
1000,10,5,5,0.00544337
1000,10,5,6,0.007485935
1000,10,5,7,0.007083619
1000,10,5,8,0.006921185
1000,10,5,9,0.006831334
1000,10,5,10,0.007614701
1000,10,5,11,0.0082841
1000,10,5,12,0.007403495
1000,10,5,13,0.005101818
1000,10,5,14,0.006424466
1000,10,5,15,0.007447799
1000,10,5,16,0.007764938
1000,10,5,17,0.007895495
1000,10,5,18,0.007743417
1000,10,5,19,0.007322229
1000,10,5,20,0.007402803
1000,10,5,21,0.006325383
1000,10,5,22,0.006573074
1000,10,5,23,0.007408552
1000,10,5,24,0.007356637
1000,10,5,25,0.006528992
1000,10,30,1,0.00732223
1000,10,30,2,0.005888353
1000,10,30,3,0.007187
1000,10,30,4,0.006903773
1000,10,30,5,0.006405741
1000,10,30,6,0.006627181
1000,10,30,7,0.005802719
1000,10,30,8,0.005843092
1000,10,30,9,0.005560371
1000,10,30,10,0.00616843
1000,10,30,11,0.006063575
1000,10,30,12,0.006787003
1000,10,30,13,0.006591787
1000,10,30,14,0.006682268
1000,10,30,15,0.004464458
1000,10,30,16,0.005719248
1000,10,30,17,0.006417746
1000,10,30,18,0.006023358
1000,10,30,19,0.006817781
1000,10,30,20,0.006127029
1000,10,30,21,0.006916212
1000,10,30,22,0.006273122
1000,10,30,23,0.006555773
1000,10,30,24,0.00462359
1000,10,30,25,0.006798133
1000,20,1,1,0.032578449
1000,20,1,2,0.034626837
1000,20,1,3,0.039453107
1000,20,1,4,0.031671057
1000,20,1,5,0.031529569
1000,20,1,6,0.036104962
1000,20,1,7,0.032406982
1000,20,1,8,0.035772421
1000,20,1,9,0.036762744
1000,20,1,10,0.033568537
1000,20,1,11,0.036760928
1000,20,1,12,0.040052226
1000,20,1,13,0.039654412
1000,20,1,14,0.03725461
1000,20,1,15,0.034376857
1000,20,1,16,0.032378616
1000,20,1,17,0.038193547
1000,20,1,18,0.033733848
1000,20,1,19,0.031859755
1000,20,1,20,0.039088124
1000,20,1,21,0.039857212
1000,20,1,22,0.038474256
1000,20,1,23,0.03777643
1000,20,1,24,0.03160537
1000,20,1,25,0.029818129
1000,20,5,1,0.032208149
1000,20,5,2,0.034540916
1000,20,5,3,0.032571501
1000,20,5,4,0.030517264
1000,20,5,5,0.034207514
1000,20,5,6,0.032651936
1000,20,5,7,0.030534894
1000,20,5,8,0.032121184
1000,20,5,9,0.027768002
1000,20,5,10,0.03200578
1000,20,5,11,0.028001632
1000,20,5,12,0.033361853
1000,20,5,13,0.02996248
1000,20,5,14,0.032424268
1000,20,5,15,0.034702177
1000,20,5,16,0.026124486
1000,20,5,17,0.031188537
1000,20,5,18,0.031552195
1000,20,5,19,0.030539237
1000,20,5,20,0.030045357
1000,20,5,21,0.031671339
1000,20,5,22,0.032483905
1000,20,5,23,0.035669015
1000,20,5,24,0.029816763
1000,20,5,25,0.03347527
1000,20,30,1,0.029224151
1000,20,30,2,0.02493971
1000,20,30,3,0.0301925
1000,20,30,4,0.029677989
1000,20,30,5,0.027706895
1000,20,30,6,0.027897057
1000,20,30,7,0.030335251
1000,20,30,8,0.029887217
1000,20,30,9,0.030033546
1000,20,30,10,0.025750199
1000,20,30,11,0.025784213
1000,20,30,12,0.032114673
1000,20,30,13,0.028017951
1000,20,30,14,0.028837852
1000,20,30,15,0.029708955
1000,20,30,16,0.025634749
1000,20,30,17,0.023592722
1000,20,30,18,0.023092603
1000,20,30,19,0.02971897
1000,20,30,20,0.03139873
1000,20,30,21,0.022509407
1000,20,30,22,0.02810694
1000,20,30,23,0.030939198
1000,20,30,24,0.026947852
1000,20,30,25,0.027454077
